ResponseID,StartDate,EndDate,age,gender,education,status,state,municipality,purchase_date,quality,bad_quantity,bad_value,good_quantity,good_value,relationship,experience,frequency,average_amount
R_8CkuXeTIKo9Ncf7,28/06/19 18:05,28/06/19 18:07,34,Men,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,,,,,,,,,,
R_8Clau4nu3J3NTYR,21/03/19 19:56,21/03/19 19:57,22,Men,High school,Middle class,,,,,,,,,,,,
R_8Dls2Gz5PEDGAPn,28/08/19 12:35,28/08/19 12:45,25,Men,Bachelor,Middle class,Durango,Durango 10005,24aug2019,Good,,,10.0,100.0,Stranger,22.0,14.0,15.0
R_8DlvWDm6OrySj6h,02/07/19 17:41,02/07/19 17:42,20,Men,Bachelor,Middle class,Nuevo León,Monterrey 19039,,,,,,,,,,
R_8GPbSUwYCKLq7GV,30/03/19 14:26,30/03/19 14:29,24,Men,Bachelor,Lower middle class,Ciudad de México,Coyoacán 09003,15-mar-19,Bad,28.0,200.0,,,Stranger,18.0,15.0,10.0
R_8GSgDNOokDkuirv,28/06/19 15:03,28/06/19 15:12,27,Men,Bachelor,Middle class,Sonora,Cajeme 26018,28-jun-19,Good,,,5.0,20.0,Stranger,20.0,10.0,5.0
R_8H3V9JQXFbmnxwl,12/04/19 07:57,12/04/19 08:01,22,Men,Bachelor,Middle class,Baja California,Mexicali 02002,10apr2019,Good,,,28.0,200.0,Stranger,21.0,30.0,28.0
R_8HOaT3xbpDu4uOJ,02/07/19 07:07,02/07/19 07:08,26,Men,,,,,,,,,,,,,,
R_8HTXiSzYZ09wrh7,22/03/19 03:44,22/03/19 03:45,16,,,,,,,,,,,,,,,
R_8Iao8ctBfLXTXFL,28/06/19 23:59,29/06/19 00:00,22,Women,Middle school,Upper middle class,,,,,,,,,,,,
R_8cEgVgUGV5skaTD,19/02/19 18:01,19/02/19 18:03,35,Men,Graduate,Middle class,Ciudad de México,Cuauhtémoc 09015,01-feb-19,Good,,,5.0,600.0,Stranger,16.0,30.0,5.0
R_8cQf5FhTU9DqrNn,19/02/19 17:31,19/02/19 17:35,26,Men,Bachelor,Upper middle class,Ciudad de México,Iztacalco 09006,27-jun-18,Good,,,50.0,120.0,Acquaintance,16.0,60.0,50.0
R_8dFmHNINwYcqMQp,20/02/19 21:40,20/02/19 21:42,28,Women,Bachelor,Lower middle class,,,,,,,,,,,,
R_8iXAUzSC1zvselz,26/02/19 16:39,26/02/19 16:42,26,Other,Bachelor,Lower middle class,Veracruz,Veracruz 30193,20-feb-19,Good,,,125.0,1200.0,Stranger,19.0,15.0,100.0
R_8jDO9IHgmQkaNQl,19/02/19 14:18,19/02/19 14:20,32,Men,Bachelor,Middle class,México,Atizapán de Zaragoza 15013,12-feb-19,Good,,,28.0,350.0,Acquaintance,26.0,90.0,28.0
R_8jnqVvwNnI6Lz8Z,20/02/19 02:24,20/02/19 02:31,22,Men,High school,Middle class,Guanajuato,San José Iturbide 11032,19-feb-19,Bad,10.0,100.0,,,Stranger,17.0,2.0,10.0
R_8k7kpWuEpyc00vv,31/08/19 12:20,31/08/19 12:25,22,Men,High school,Middle class,Ciudad de México,Álvaro Obregón 09010,24aug2019,Bad,120.0,100.0,,,Acquaintance,18.0,30.0,120.0
R_8kRxlnVZkwA08uZ,28/06/19 14:41,28/06/19 14:44,20,Men,High school,Middle class,Jalisco,Zapopan 14120,01-jun-19,Good,,,28.0,50.0,Friend,18.0,30.0,28.0
R_8koC0voHu8RiHwR,20/02/19 09:23,20/02/19 09:27,25,Men,High school,Middle class,Jalisco,Guadalajara 14039,01-feb-19,Bad,20.0,40.0,,,Stranger,18.0,30.0,
R_8lfvtv0USGtDcm5,19/02/19 18:07,19/02/19 18:10,21,Men,High school,Upper middle class,Ciudad de México,Miguel Hidalgo 09016,01-feb-19,Good,,,10.0,80.0,Acquaintance,18.0,20.0,
R_8nOw0zOrZOJqBq1,20/02/19 15:51,20/02/19 15:54,22,Men,High school,Lower middle class,Oaxaca,Oaxaca de Juárez 20067,06-feb-19,Good,,,28.0,1200.0,Friend,21.0,30.0,28.0
R_8nRIc232dOndfl7,19/02/19 21:52,19/02/19 21:57,29,Women,Bachelor,Middle class,México,Tultepec 15108,03-feb-19,Good,,,250.0,600.0,Acquaintance,19.0,30.0,250.0
R_8oyvfd56fBEJrUJ,21/04/19 14:28,21/04/19 14:44,36,Women,Bachelor,Upper middle class,Jalisco,Zapopan 14120,,,,,,,,,,
R_8pru6WFoGuAPWBr,22/03/19 18:28,22/03/19 18:31,22,Men,Bachelor,Middle class,Ciudad de México,Azcapotzalco 09002,15-feb-19,Good,,,4.0,120.0,Acquaintance,15.0,20.0,5.0
R_8quikATTEJ00FAB,22/08/19 18:17,22/08/19 18:19,23,Men,Bachelor,Upper middle class,,,,Good,,,,,,,,
R_8v4jylrQNzEHuEN,22/03/19 15:09,22/03/19 15:11,28,Men,Bachelor,Middle class,Ciudad de México,Tlalpan 09012,21-mar-19,Good,,,,,,,,
R_8vvuME5FxfPZq7v,02/07/19 12:04,02/07/19 12:07,18,Men,High school,Middle class,México,Ecatepec de Morelos 15033,,Bad,5.0,100.0,,,Acquaintance,14.0,50.0,
R_8vw9TDxJW4byOXL,26/02/19 13:39,26/02/19 13:42,35,Women,Bachelor,Lower class,Jalisco,Guadalajara 14039,,,,,,,,,,
R_8wcAwnnEv0YHmZr,04/03/19 12:46,04/03/19 12:48,22,Men,High school,Lower middle class,Yucatán,Mérida 31050,04jan2019,Good,,,,,,,,
R_8wzYRgD589FcrL3,18/07/19 01:28,18/07/19 01:30,24,Men,Graduate,Lower middle class,Baja California,Mexicali 02002,13-jun-19,Good,,,3.0,130.0,Acquaintance,22.0,18.0,3.0
R_8x1qIJJuhLj9Oyl,20/02/19 01:31,20/02/19 01:37,25,Men,Bachelor,Lower middle class,Sonora,Hermosillo 26030,01-nov-18,Good,,,8.0,100.0,Stranger,20.0,60.0,6.0
R_9BQ8FcE11n0sGjv,01/07/19 19:59,01/07/19 20:25,26,Women,Bachelor,Lower middle class,Ciudad de México,Azcapotzalco 09002,01-jul-19,Bad,10.0,100.0,,,Stranger,18.0,15.0,10.0
R_9BxkcAzcsrc1YNX,20/02/19 00:59,20/02/19 01:03,18,Men,High school,Middle class,México,Metepec 15054,14-feb-19,Good,,,3.0,45.0,Stranger,13.0,15.0,5.0
R_9Fhve8kFx8Couzf,28/06/19 20:00,28/06/19 20:03,20,Men,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,12-jun-19,Good,,,4.0,100.0,Acquaintance,,,
R_9FtyQhLAOuT8ahH,26/02/19 14:20,26/02/19 14:24,19,Men,High school,Middle class,Ciudad de México,Gustavo A. Madero 09005,,,,,,,,,,
R_9GorJOesksNLgBj,19/02/19 14:33,19/02/19 14:36,34,Men,Bachelor,Lower middle class,Ciudad de México,Álvaro Obregón 09010,15-nov-18,Bad,15.0,150.0,,,Stranger,17.0,60.0,50.0
R_9HSR8dLEvBHTD6V,19/02/19 21:17,19/02/19 21:21,21,Men,High school,Lower middle class,Quintana Roo,Benito Juárez 23005,15jan2019,Good,,,26.0,1500.0,Friend,14.0,20.0,7.0
R_9HoYFAQb4maAIyR,19/02/19 17:13,19/02/19 19:01,44,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,15-feb-19,Good,,,100.0,500.0,,,,
R_9KWvroLth79BDmF,22/03/19 13:10,22/03/19 13:11,19,Women,High school,Middle class,Ciudad de México,Tlalpan 09012,,,,,,,,,,
R_9KXk6SHU3tyGPaV,01/07/19 17:59,01/07/19 18:02,19,Men,Bachelor,Upper middle class,Guanajuato,León 11020,,Good,,,28.0,4900.0,Acquaintance,15.0,7.0,28.0
R_9LEXmA87tJJnLqx,27/03/19 22:06,27/03/19 22:11,26,Women,Bachelor,Upper middle class,Sonora,Hermosillo 26030,22-mar-19,Good,,,18.0,100.0,Stranger,21.0,7.0,18.0
R_9LZrmjzsAQHCtAR,20/02/19 11:33,20/02/19 11:36,25,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,16-feb-19,Good,,,28.0,500.0,Acquaintance,18.0,90.0,28.0
R_9LbYCECkEX2ptAZ,19/02/19 18:05,19/02/19 18:08,25,Other,Graduate,Middle class,México,Toluca 15106,02dec2018,Good,,,150.0,600.0,Acquaintance,24.0,90.0,150.0
R_9LiELFfa1HUOzBf,22/03/19 21:34,22/03/19 21:38,22,Men,Middle school,Lower middle class,Puebla,Puebla 21114,22-mar-19,Bad,,,,,,,,
R_9MGQp4aqdgI82rf,21/03/19 18:30,21/03/19 18:33,32,Men,Graduate,Upper middle class,Nuevo León,Monterrey 19039,14-mar-19,Good,,,2.0,150.0,Acquaintance,18.0,700.0,2.0
R_9MmlU2HXJP48fUR,22/03/19 08:42,22/03/19 08:43,21,Men,Middle school,Middle class,,,,,,,,,,,,
R_9N23ehF0xxhcVnr,19/02/19 17:07,19/02/19 17:08,29,Men,Bachelor,Lower middle class,,,,,,,,,,,,
R_9O03qepuL62XZlf,21/03/19 19:56,21/03/19 20:07,26,Men,Bachelor,Middle class,Jalisco,Guadalajara 14039,17-mar-19,Good,,,57.4,1500.0,Acquaintance,17.0,30.0,19.0
R_9RHXf34XpbwbbOh,19/02/19 23:14,24/02/19 02:51,20,Men,High school,Lower class,Colima,Coquimatlán 06004,19-feb-19,Good,,,50.0,100.0,Acquaintance,17.0,20.0,80.0
R_9RJ8Ck4fSNPDVHX,19/02/19 23:07,19/02/19 23:24,25,Women,Bachelor,Lower middle class,Ciudad de México,Iztapalapa 09007,07jan2019,Good,,,1.0,70.0,Friend,20.0,30.0,3.0
R_9Td4E5dmWB6rJdv,15/09/19 01:18,15/09/19 01:22,52,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,02-sep-19,Bad,12.0,150.0,,,Acquaintance,22.0,90.0,12.0
R_9XipkGlS1maqa7T,23/03/19 12:27,23/03/19 12:29,19,Men,High school,Middle class,San Luis Potosí,San Luis Potosí 24028,15-mar-19,Good,,,12.0,300.0,Acquaintance,17.0,15.0,12.0
R_9ZfXw9xAzyOGjIt,23/03/19 19:49,23/03/19 19:54,41,Men,Graduate,Upper class,Quintana Roo,Benito Juárez 23005,23-mar-19,Good,,,30.0,3000.0,Acquaintance,19.0,1.0,30.0
R_9mGfrrCgIoGXoOt,12/04/19 06:59,12/04/19 07:04,38,Men,Bachelor,Lower middle class,Querétaro,Corregidora 22006,01apr2019,Good,,,28.0,600.0,Acquaintance,30.0,30.0,28.0
R_9mMb99W8rKPO4rD,02/07/19 07:16,02/07/19 07:19,28,Men,Bachelor,Middle class,Ciudad de México,Gustavo A. Madero 09005,02-jun-19,Good,,,100.0,150.0,Friend,19.0,30.0,100.0
R_9nLtBGIg5AWd0qt,21/03/19 19:06,21/03/19 19:12,22,Men,High school,Middle class,Sonora,Hermosillo 26030,15-mar-19,Good,,,14.0,1200.0,Stranger,16.0,15.0,14.0
R_9oRaOR5OzDQ0zYJ,22/03/19 16:50,22/03/19 16:53,30,Men,High school,Middle class,México,Atizapán de Zaragoza 15013,21-mar-19,Bad,25.0,450.0,,,Acquaintance,25.0,2.0,25.0
R_9ohIosGv5QdZwUF,26/03/19 18:07,26/03/19 18:10,21,Men,High school,Middle class,Querétaro,Querétaro 22014,25-mar-19,Good,,,7.0,100.0,Stranger,16.0,10.0,28.0
R_9ppBAQ3NuR3kixH,27/03/19 21:29,27/03/19 21:33,22,Men,Middle school,Middle class,,,,,,,,,,,,
R_9sOm8goVi7e5y01,19/02/19 17:26,19/02/19 17:29,30,Men,High school,Middle class,Yucatán,Mérida 31050,13-feb-19,Good,,,28.0,1300.0,Acquaintance,23.0,15.0,28.0
R_9t6EshOwWKPgdIl,24/02/19 05:52,24/02/19 06:04,28,Men,High school,Middle class,Ciudad de México,Xochimilco 09013,01-feb-19,Good,,,2.0,300.0,Stranger,27.0,40.0,2.0
R_9tVYJJ39mQD0xwJ,20/02/19 18:55,20/02/19 18:56,43,Men,Bachelor,Upper middle class,Ciudad de México,Miguel Hidalgo 09016,15-feb-19,Good,,,,,,,,
R_9tVYms2waz6HUqd,04/07/19 12:07,04/07/19 12:10,35,Men,Graduate,Middle class,Michoacán,Morelia 16053,01-jul-19,Good,,,28.0,500.0,Stranger,18.0,15.0,28.0
R_9uJLYeYgS8xLccN,20/02/19 00:39,20/02/19 00:42,24,Men,Bachelor,Upper middle class,Baja California,Mexicali 02002,16-nov-18,Good,,,1.0,35.0,Stranger,18.0,40.0,5.0
R_9ukFl5v9N1OPjkl,20/02/19 15:44,20/02/19 15:47,23,Men,Bachelor,Upper middle class,Ciudad de México,Iztacalco 09006,20-feb-19,Good,,,4.0,100.0,Stranger,15.0,7.0,28.0
R_9vhm2rhhtGPNxId,02/07/19 00:51,02/07/19 00:57,34,Men,Bachelor,Lower middle class,México,Toluca 15106,22-jun-19,Good,,,1.0,150.0,Acquaintance,14.0,20.0,2.0
R_9yQ9gTaPvK3Fgbf,20/02/19 01:25,20/02/19 01:28,22,Men,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,20jan2019,Good,,,28.0,800.0,Acquaintance,16.0,30.0,28.0
R_9zU9sgMmGOlkUiR,02/06/19 12:35,02/06/19 12:37,27,Men,Bachelor,Middle class,Ciudad de México,Iztapalapa 09007,02-jun-19,Bad,84.0,750.0,,,Stranger,17.0,2.0,100.0
R_9zcdTFKRAN2B38d,19/02/19 19:07,19/02/19 19:14,28,Men,Bachelor,Middle class,Ciudad de México,Venustiano Carranza 09017,11-feb-19,Good,,,15.0,300.0,Friend,24.0,45.0,20.0
R_A0ShTctYW7bBKLv,19/02/19 17:50,19/02/19 17:52,34,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_A5uxHDyy0UYv9a9,19/02/19 20:27,19/02/19 20:29,24,Men,Middle school,Middle class,Baja California Sur,Los Cabos 03008,,Good,,,23.0,1500.0,Stranger,23.0,90.0,23.0
R_A6e20cbVkWQdVTj,01/07/19 18:25,01/07/19 18:26,16,,,,,,,,,,,,,,,
R_AA3dCHCPqf5SWfn,13/04/19 11:29,13/04/19 11:34,27,Men,Middle school,Middle class,Nuevo León,Guadalupe 19026,08apr2019,Good,,,50.0,350.0,Stranger,18.0,,
R_AB3z0rKMxd1ZLAB,12/04/19 00:56,12/04/19 01:00,29,Women,Bachelor,Upper middle class,Ciudad de México,Iztacalco 09006,25-mar-19,Good,,,4.0,2000.0,Stranger,,,
R_ABOVFHIQRBXAeNr,20/02/19 00:00,20/02/19 00:04,36,Men,Graduate,Lower middle class,Ciudad de México,Miguel Hidalgo 09016,17-feb-19,Good,,,20.0,400.0,Acquaintance,15.0,12.0,10.0
R_ABVHSUTGqCcyumB,22/03/19 23:21,22/03/19 23:24,35,Men,Graduate,Middle class,Jalisco,Tlajomulco de Zúñiga 14097,01-mar-19,Bad,30.0,200.0,,,Acquaintance,15.0,30.0,30.0
R_ABfTFKU9hIhnbj3,20/02/19 04:37,20/02/19 04:43,20,Men,High school,Middle class,Coahuila,Múzquiz 05020,19-feb-19,Bad,2.0,100.0,,,Acquaintance,19.0,20.0,4.0
R_ABsAmwZVf8RuLx7,25/03/19 10:14,25/03/19 10:20,21,Men,Bachelor,Upper middle class,Tamaulipas,Reynosa 28032,21-mar-19,Bad,15.0,200.0,,,Stranger,18.0,2.0,5.0
R_AC2dcOfdoYeHYAN,22/03/19 04:25,22/03/19 04:44,19,Men,Middle school,Lower middle class,Ciudad de México,Venustiano Carranza 09017,,,,,,,,,,
R_AEDmyFcIOs7OLnP,27/02/19 12:10,27/02/19 12:19,23,Men,Bachelor,Middle class,México,Huehuetoca 15035,25-feb-19,Good,,,2.0,50.0,Acquaintance,17.0,3.0,2.0
R_AGVYVX8pEEJr9Ad,20/02/19 08:27,20/02/19 08:30,19,Men,High school,Middle class,Aguascalientes,Aguascalientes 01001,15-feb-19,Good,,,25.0,50.0,Stranger,14.0,15.0,20.0
R_AH7ZVq0irsCoTnj,01/07/19 18:37,01/07/19 18:40,23,Men,Bachelor,Middle class,Jalisco,Guadalajara 14039,24-jun-19,Good,,,70.0,200.0,Acquaintance,21.0,10.0,34.0
R_AH9cLTmJzPTxWBX,27/02/19 16:41,27/02/19 16:43,43,Men,Bachelor,Lower middle class,Ciudad de México,Gustavo A. Madero 09005,21-feb-19,Good,,,10.0,100.0,Friend,16.0,15.0,10.0
R_AHHomEvzh7bnYiZ,28/06/19 18:05,28/06/19 18:09,34,Women,Bachelor,Lower class,Yucatán,Mérida 31050,25-jun-19,Good,,,80.0,1000.0,Acquaintance,30.0,15.0,80.0
R_AHi2canDW9BU6Vb,22/03/19 11:55,22/03/19 11:56,38,Men,Bachelor,Middle class,Ciudad de México,Iztapalapa 09007,,,,,,,,,,
R_AHvNQrPfALEfbzj,20/02/19 07:15,20/02/19 07:18,21,Other,High school,Lower middle class,Hidalgo,Apan 13008,04-feb-19,Bad,50.0,50.0,,,Stranger,18.0,15.0,50.0
R_AMXUD4rxEVTWkcF,26/08/19 23:25,26/08/19 23:29,26,Other,High school,Middle class,Puebla,Puebla 21114,01aug2019,Good,,,10.0,600.0,Acquaintance,19.0,30.0,5.0
R_AMsI7KLO5ZHXgM9,21/02/19 22:16,21/02/19 22:20,22,Men,Middle school,Middle class,Querétaro,Querétaro 22014,16-feb-19,Good,,,20.0,50.0,Acquaintance,13.0,15.0,20.0
R_AND4a4fOF9Bl1Yd,20/02/19 18:47,20/02/19 18:52,27,Men,Bachelor,Middle class,Quintana Roo,Solidaridad 23008,,Good,,,600.0,600.0,Stranger,27.0,20.0,200.0
R_AaFha7cNHpAMUYp,26/03/19 10:50,26/03/19 10:52,39,Men,High school,Upper middle class,Nuevo León,San Pedro Garza García 19019,22-mar-19,Good,,,15.0,500.0,Acquaintance,21.0,3.0,15.0
R_AaeVi4WDWcHkvq9,26/02/19 18:45,26/02/19 18:52,21,Men,Bachelor,Middle class,Michoacán,Apatzingán 16006,25-feb-19,Good,,,20.0,200.0,Family,15.0,4.0,20.0
R_Ab7kXODyGt8FCYF,03/09/19 09:05,03/09/19 09:10,36,Men,Bachelor,Middle class,Nuevo León,San Nicolás de los Garza 19046,01-mar-19,Bad,0.0625,400.0,,,Acquaintance,17.0,7.0,30.0
R_AbWfGDV2Cb6vVAZ,01/07/19 19:25,01/07/19 19:26,18,Women,High school,Middle class,México,Toluca 15106,,,,,,,,,,
R_AcimZbcG3aqdEVX,15/07/19 17:20,15/07/19 17:22,40,Men,Bachelor,Middle class,,,10-jul-19,Good,,,1000.0,3500.0,Stranger,24.0,7.0,1000.0
R_Ah730hqGQSIYss9,25/03/19 01:58,25/03/19 02:00,34,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,22-mar-19,Good,,,25.0,700.0,Friend,15.0,20.0,25.0
R_Ai14463ysBArU77,19/02/19 17:34,19/02/19 17:36,23,Men,High school,Middle class,Morelos,Cuautla 17006,13-feb-19,Bad,15.0,50.0,,,Stranger,19.0,15.0,15.0
R_AmTo95v5fIfvJVD,01/07/19 18:51,01/07/19 18:53,19,Women,High school,Upper middle class,Ciudad de México,Benito Juárez 09014,,,,,,,,,,
R_AnBvHToht7EnHkR,19/02/19 14:43,19/02/19 14:45,18,Men,High school,Upper middle class,Nuevo León,San Pedro Garza García 19019,18-feb-19,Good,,,7.0,1000.0,Acquaintance,17.0,15.0,7.0
R_AneqaV0bEcgUAPT,27/03/19 09:03,27/03/19 09:10,24,Men,High school,Middle class,Colima,Tecomán 06009,26-mar-19,Good,,,28.0,900.0,Friend,18.0,28.0,28.0
R_AnyAedrKvs8s7qp,19/02/19 17:28,19/02/19 17:29,33,Men,Bachelor,Middle class,Ciudad de México,Tlalpan 09012,,,,,,,,,,
R_AoANWf29cOsEEgx,28/03/19 01:03,28/03/19 01:07,24,Men,Bachelor,Middle class,Campeche,Carmen 04003,20-mar-19,Good,,,1.0,120.0,Stranger,17.0,2.0,6.0
R_Ap4epS5ndZmvHpv,13/04/19 12:42,13/04/19 12:44,34,Men,Bachelor,Middle class,,,,,,,,,,,,
R_Ap8qkT6Cx5wvR7P,26/08/19 20:32,26/08/19 20:38,22,Women,High school,Lower class,Ciudad de México,Iztapalapa 09007,29-jul-19,Good,,,3.0,50.0,Stranger,12.0,30.0,3.0
R_AsQgGSMbC3O4A93,28/02/19 12:53,28/02/19 12:56,43,Men,High school,Lower middle class,Ciudad de México,Tlalpan 09012,28-feb-19,Good,,,3.5,600.0,Acquaintance,18.0,6.0,3.5
R_Au6useAA1sZFL9L,24/08/19 10:22,24/08/19 10:30,23,Men,Bachelor,Lower middle class,Ciudad de México,Cuauhtémoc 09015,22-jun-19,Good,,,75.0,1000.0,Stranger,16.0,90.0,28.0
R_AvNVJA5GrKfvSY9,01/07/19 15:24,01/07/19 15:27,34,Men,High school,Upper middle class,Yucatán,Mérida 31050,01-jul-19,Good,,,2.0,150.0,Stranger,12.0,100.0,10.0
R_BDlZMftXJTeqhln,03/09/19 08:58,03/09/19 09:00,31,Men,High school,Middle class,,,,,,,,,,,,
R_BFhn3ecedgw6xwd,22/03/19 03:39,22/03/19 03:42,22,Men,Bachelor,Lower middle class,México,Cuautitlán Izcalli 15121,21-mar-19,Good,,,4.0,70.0,Stranger,17.0,4.0,5.0
R_BGlCdy7pG6Gdzqh,26/02/19 15:56,26/02/19 16:03,27,Men,Bachelor,Middle class,Ciudad de México,Iztapalapa 09007,01-feb-19,Good,,,1.0,30.0,Stranger,20.0,30.0,2.0
R_BIY9RR4mCEVFVQt,26/03/19 19:53,26/03/19 20:00,23,Men,High school,Lower middle class,México,Valle de Chalco Solidaridad 15122,26-mar-19,Good,,,6.0,100.0,Acquaintance,18.0,15.0,8.0
R_BJoxQJXTsTHkxSp,30/08/19 21:25,30/08/19 21:28,21,Women,High school,Middle class,Puebla,Puebla 21114,30aug2019,Bad,50.0,100.0,,,Stranger,16.0,50.0,5.0
R_BKdXtauHQWAopGh,23/03/19 09:06,23/03/19 09:10,25,Men,Bachelor,Upper class,Zacatecas,Zacatecas 32056,20-mar-19,Bad,20.0,100.0,,,Stranger,18.0,10.0,15.0
R_BP4OFTzjTZdNyAV,02/07/19 12:11,02/07/19 12:19,23,Men,Bachelor,Upper class,Morelos,Cuernavaca 17007,30-jun-19,Good,,,3.0,500.0,Friend,16.0,7.0,5.0
R_BP72yV53mSYuyZ3,22/04/19 12:28,22/04/19 12:32,18,Women,High school,Upper middle class,Sonora,Hermosillo 26030,19apr2019,Good,,,6.0,50.0,Stranger,13.0,10.0,7.0
R_BPXJRUyUcuKj5El,26/02/19 15:34,26/02/19 15:37,27,Men,Bachelor,Middle class,Querétaro,Corregidora 22006,12-feb-19,Good,,,3.0,200.0,Acquaintance,24.0,60.0,3.0
R_BQGPHU1Ke8EnsUp,26/02/19 14:34,26/02/19 14:37,39,Other,Bachelor,Middle class,Ciudad de México,Tláhuac 09011,05-feb-19,Good,,,1.0,50.0,Stranger,32.0,30.0,2.0
R_BQc9VgLHmQSioff,20/02/19 14:11,20/02/19 14:14,26,Men,Bachelor,Middle class,Tamaulipas,Victoria 28041,15-feb-19,Good,,,15.0,200.0,Friend,18.0,7.0,15.0
R_BRLYEc1X6IOcrrH,24/05/19 01:56,24/05/19 01:57,17,,,,,,,,,,,,,,,
R_BRszMVJUdfT5hLj,27/02/19 10:19,27/02/19 10:21,22,Other,High school,Middle class,Querétaro,Querétaro 22014,01-feb-19,Bad,182.0,300.0,,,Stranger,15.0,0.0,50.0
R_BVPy6iRhWrq67lv,20/02/19 13:22,20/02/19 13:24,24,Men,High school,Middle class,Guanajuato,León 11020,02-feb-19,Good,,,3.0,200.0,Friend,18.0,7.0,2.0
R_BVYap5U9RmWmmFH,22/03/19 00:02,22/03/19 00:03,17,,,,,,,,,,,,,,,
R_BVvzXHy1RcDhjgd,27/02/19 00:15,27/02/19 00:18,22,Men,High school,Lower middle class,Ciudad de México,Coyoacán 09003,26-feb-19,Good,,,3.0,60.0,Stranger,16.0,7.0,4.0
R_BY8V5x9yMXpzisV,21/02/19 11:25,21/02/19 11:30,34,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_BrDkUcwOT8MokBr,02/07/19 14:40,02/07/19 14:45,21,Men,Bachelor,Middle class,Oaxaca,Oaxaca de Juárez 20067,,Good,,,18.0,100.0,Acquaintance,15.0,9.0,30.0
R_BrztJfB99o5uGeR,22/03/19 11:49,22/03/19 11:58,19,Men,High school,Upper middle class,Ciudad de México,Coyoacán 09003,05-mar-19,Good,,,15.0,400.0,Friend,15.0,7.0,5.0
R_BrzvSecHJON4jYt,22/04/19 17:50,22/04/19 17:53,38,Men,Bachelor,Lower middle class,Ciudad de México,Álvaro Obregón 09010,01apr2019,Bad,100.0,350.0,,,Friend,21.0,150.0,100.0
R_Bs2tJs6uDCcowEN,11/04/19 23:17,11/04/19 23:19,34,Men,Graduate,Middle class,,,,,,,,,,,,
R_BsmOvYGAXKVIz2F,28/03/19 00:09,28/03/19 00:11,38,Men,Bachelor,Middle class,Ciudad de México,Miguel Hidalgo 09016,01-mar-19,Good,,,200.0,15000.0,Stranger,16.0,15.0,100.0
R_BucNpJNmHBetXXj,12/09/19 11:01,12/09/19 11:04,23,Men,Bachelor,Middle class,México,Xonacatlán 15115,06aug2019,Bad,20.0,150.0,,,Stranger,20.0,30.0,20.0
R_Bx04c24bW9s6WkN,02/07/19 02:04,02/07/19 02:05,17,,,,,,,,,,,,,,,
R_BxouXbNkenbA40x,22/03/19 19:46,22/03/19 19:54,34,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,01-mar-19,Good,,,34.0,1000.0,Acquaintance,20.0,60.0,34.0
R_By77Jndzlip5Xr3,21/03/19 19:59,21/03/19 20:02,37,Men,Bachelor,Lower middle class,Yucatán,Mérida 31050,21-mar-19,Bad,1000.0,1200.0,,,Acquaintance,19.0,15.0,14.0
R_ByqN7OQX2C2wYJH,23/03/19 10:03,23/03/19 10:11,25,Women,Bachelor,Middle class,Tlaxcala,Tlaxco 29034,18-mar-19,Good,,,2.0,100.0,Friend,18.0,1.0,4.0
R_BzH00LbLtNuKEQp,08/05/19 21:43,08/05/19 21:45,20,Other,Bachelor,Upper middle class,Querétaro,San Juan del Río 22016,03-may-19,Bad,5.0,120.0,,,Stranger,17.0,30.0,8.0
R_BzzlyInRO668kQp,19/02/19 16:11,19/02/19 16:16,22,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,05-feb-19,Good,,,28.0,1600.0,Stranger,16.0,30.0,14.0
R_C1bVq0uV0L9Eilj,12/04/19 00:08,12/04/19 00:19,29,Women,Middle school,Lower middle class,Ciudad de México,Miguel Hidalgo 09016,15-mar-19,Good,,,10.0,100.0,Friend,27.0,120.0,1.0
R_C38uywDDFqghwJ3,25/03/19 20:17,25/03/19 20:28,29,Women,Bachelor,Middle class,Chihuahua,Chihuahua 08019,23-mar-19,Good,,,20.0,100.0,Acquaintance,15.0,30.0,20.0
R_C7f5awQZHhLQf73,29/04/19 21:00,29/04/19 21:02,25,Men,Bachelor,Middle class,Ciudad de México,Coyoacán 09003,29apr2019,Good,,,1.0,100.0,Stranger,24.0,30.0,5.0
R_CZCY45m44VmPciJ,21/03/19 19:49,21/03/19 19:50,22,Men,Bachelor,Upper middle class,,,,,,,,,,,,
R_CZEQ1LfFfvyTkWZ,26/08/19 21:10,26/08/19 21:25,42,Men,Bachelor,Lower middle class,Quintana Roo,Solidaridad 23008,01aug2019,Bad,5.0,100.0,,,Stranger,17.0,200.0,5.0
R_CdZony9rowmsDAd,25/08/19 21:04,25/08/19 21:07,28,Men,High school,Middle class,Morelos,Cuernavaca 17007,14aug2019,Bad,15.0,60.0,,,Stranger,16.0,7.0,15.0
